,Word,Score
68178,sumerians,3.6
63044,greenie,3.6
56898,complementeds,3.6
109148,rusting,3.6
57439,bashir,3.6
4294,discount,3.6
50110,selfenhancing,3.6
50778,nonclinical,3.6
63687,polifications,3.6
32549,mommies,3.6
58761,ecosystembased,3.6
30463,syllogistic,3.6
85619,nineteenthcentury,3.6
108885,mikel,3.6
47072,zidane,3.6
94194,isao,3.6
61732,developmentally,3.6
87342,soapweed,3.6
57237,motherhis,3.6
53834,nissenan,3.6
53182,mausoleum,3.6
34879,cottonlike,3.6
15871,unbend,3.6
88683,outshouted,3.6
12562,brilliance,3.6
72725,averse,3.6
14164,ballot,3.6
43027,rhizome,3.6
77440,brucellosis,3.6
102696,longestrunning,3.6
91218,photosyn,3.6
43853,cityboys,3.6
80065,worldoriented,3.6
74269,rgb,3.6
78210,tribble,3.6
5517,colors,3.6
35287,chondrocyte,3.6
95750,accumulates,3.6
76905,kamal,3.6
25319,leonhard euler,3.6
79662,alcian,3.6
93124,umeshu,3.6
56805,freq,3.6
108447,observingtheir,3.6
43747,wideset,3.6
98394,planetoids,3.6
46918,calorieproviding,3.6
60017,tangly,3.6
55507,coercivity,3.6
61357,tastings,3.6
80420,consonances,3.6
106555,twobedroom,3.6
48130,selfsustaining,3.6
102685,distictive,3.6
102700,tamara,3.6
23816,human elbow,3.6
106441,jostling,3.6
32826,doublesized,3.6
58479,tweezers,3.6
45255,watchtower,3.6
106389,warden,3.6
89216,nicotine,3.6
34872,monetize,3.6
8942,contrast,3.6
60057,slaters,3.6
27662,garden pink,3.6
58897,chelsea,3.6
5438,integrity,3.6
56276,opentable,3.6
10841,fraud,3.6
111233,commonmode,3.6
49390,actinomycotic,3.6
43079,phageencoded,3.6
82164,kilojoule,3.6
108637,syntacticians,3.6
34763,stamped,3.6
87294,cava,3.6
26435,nightwalker,3.6
29744,margarines,3.6
97016,bhutanese,3.6
93358,partiallyfilled,3.6
66255,ganymede,3.6
86918,threelegged,3.6
20515,staining,3.6
26439,victorious,3.6
96613,mediators,3.6
111348,shovelled,3.6
67892,ant,3.6
75502,ichirou,3.6
32623,jurisdictions,3.6
32824,trumplike,3.6
51751,shitfaced,3.6
45810,andropogon,3.6
82504,preharvest,3.6
65450,asymptotes,3.6
43689,hypermediacy,3.6
33530,translators,3.6
74774,kathy,3.6
110174,triplehelical,3.6
75268,carpellary,3.6
5185,jodiarias,3.6
53841,molcajete,3.6
33340,hypothyroid,3.6
73909,merlins,3.6
34398,dissenters,3.6
111333,campusrun,3.6
12897,optimize,3.6
50261,pilate,3.6
19187,eec,3.6
109784,intruders,3.6
9238,inhuman,3.6
85499,acoutic,3.6
101724,highranking,3.6
29525,counseling,3.6
101722,insomniacs,3.6
108003,oldorthodox,3.6
11284,festinate,3.6
43525,essences,3.6
88052,tractors,3.6
22805,yak,3.6
44649,ushering,3.6
54889,hakohen,3.6
37520,wingsboth,3.6
94085,sambo,3.6
78157,fordingbridge,3.6
104136,consults,3.6
72993,flagpole,3.6
87856,meeow,3.6
105801,hemianopsia,3.6
107193,fungusgenerated,3.6
48983,airconditioned,3.6
27683,implant,3.6
11225,bighearted,3.6
109870,mediumship,3.6
69849,personalities,3.6
6909,biochem,3.6
22132,ambit,3.6
89988,callousness,3.6
8852,achievements,3.6
63476,myasthenia,3.6
33865,minioperas,3.6
72683,demoted,3.6
104100,hamptons,3.6
79627,enveloped,3.6
33272,rememberwhen,3.6
89192,portages,3.6
32255,tectonic,3.6
94321,neurocomputing,3.6
97832,bradykinin,3.6
54955,memoriam,3.6
80406,diamines,3.6
25677,buttock,3.6
90878,acorn,3.6
61614,yue,3.6
60990,tribbles,3.6
5828,لاحظتي,3.6
68881,pselectin,3.6
55462,vasodilator,3.6
25274,vagabond,3.6
89948,antilife,3.6
37332,pivots,3.6
51051,firewalls,3.6
92051,gammaradiation,3.6
46117,whittled,3.6
95007,propellent,3.6
80864,coopers,3.6
87324,honeypot,3.6
32275,triangulations,3.6
82296,annes,3.6
15495,male monarch,3.6
54891,unamerican,3.6
71797,blurb,3.6
52834,bacteriainfused,3.6
64761,partings,3.6
97390,bb,3.6
92780,decreases,3.6
29203,daphne,3.6
45506,cordwood,3.6
22821,chilliness,3.6
77270,multiseriate,3.6
82951,masahiro,3.6
109466,gastropexy,3.6
18735,sneezing,3.6
94748,soapbubble,3.6
67108,omg,3.6
43586,myong,3.6
108771,burley,3.6
83633,engels,3.6
68735,sweated,3.6
104186,onyx,3.6
68920,highclere,3.6
84131,curacao,3.6
64620,spritual,3.6
67846,echocardiography,3.6
15623,exhaustively,3.6
64175,egoism,3.6
56298,laitence,3.6
93857,feng,3.6
96278,lycanthrope,3.6
94468,soley,3.6
67054,sakes,3.6
25536,splay,3.6
51153,corruptible,3.6
102761,ceasefire,3.6
102387,boyle,3.6
31103,sizeclassed,3.6
32156,herdsmen,3.6
72961,nationalliberation,3.6
97762,gaped,3.6
69694,galactose,3.6
76116,larkspurs,3.6
39550,misplacement,3.6
4691,quit,3.6
45642,receptions,3.6
31471,abacus,3.6
80577,lus,3.6
74049,thmugh,3.6
6608,cansancio,3.6
28821,danza,3.6
86804,shutter,3.6
30360,roughrider,3.6
107561,equidistance,3.6
41335,triages,3.6
72894,dipthong,3.6
46745,harbouring,3.6
40478,andmother,3.6
97393,ufo,3.6
56659,sidewinders,3.6
78257,supersensitivity,3.6
101821,ddrat,3.6
79999,michelangelos,3.6
66127,peepers,3.6
36942,darkenings,3.6
29004,stomata,3.6
43178,ornithischian,3.6
95545,fossilnuclear,3.6
87395,hyperalimentation,3.6
63783,pardoning,3.6
40349,mottled,3.6
65923,experiencefortified,3.6
75323,myceliophagous,3.6
29513,sixfold,3.6
76612,segregation,3.6
29456,spiralings,3.6
29665,rugulose,3.6
88889,novembers,3.6
73613,wellendowed,3.6
32949,sachiyo,3.6
44690,antimutagenic,3.6
53559,wealthiest,3.6
82492,censurable,3.6
69440,pampas,3.6
7585,for certain,3.6
93266,kibitz,3.6
5804,workhouse,3.6
68856,barnacles,3.6
68816,aetosaurs,3.6
35723,caudate,3.6
25629,veteran,3.6
25385,transmigrate,3.6
84367,tgfb,3.6
93730,spectrometer,3.6
9582,expectant,3.6
84310,heshe,3.6
66145,alderflies,3.6
60684,battleships,3.6
28775,anthocyanin,3.6
52662,burped,3.6
40655,phytocal,3.6
18884,immoderate,3.6
53051,grata,3.6
50374,pilipinas,3.6
107430,radiometric,3.6
68158,unbelievingly,3.6
33043,echogenicity,3.6
55118,ozil,3.6
63240,ratings,3.6
2778,outfit,3.6
4242,acquires,3.6
68664,inlung,3.6
45080,rewrapping,3.6
101782,immunityenhancing,3.6
24000,laxation,3.6
77337,overran,3.6
41608,ylides,3.6
64950,propylene,3.6
71104,thepersian,3.6
22178,recondite,3.6
96338,lionfishes,3.6
31629,nonnitrogen,3.6
73865,midseason,3.6
2930,tributary,3.6
5667,pluralism,3.6
63782,segestus,3.6
106700,snoopy,3.6
47608,leukopenia,3.6
15504,business leader,3.6
86324,chlorsulfuron,3.6
57893,kinetoplasts,3.6
86275,lathing,3.6
105641,inequalities,3.6
78362,rubberstamped,3.6
54402,budgetary,3.6
10963,contractions,3.6
94888,meuron,3.6
12972,signboard,3.6
45738,luiz,3.6
79891,stoneworts,3.6
54258,steven,3.6
3188,submissive,3.6
60324,ostracods,3.6
30752,chernosynthetic,3.6
43125,mosaicism,3.6
41153,alkalosis,3.6
85888,haemodynamics,3.6
43558,lymphokines,3.6
5874,researcher,3.6
12816,presented,3.6
80488,selfvalidating,3.6
35688,decoding,3.6
60685,conveyorized,3.6
83546,phsical,3.6
93963,undistilled,3.6
91535,lithostatic,3.6
105537,condenser,3.6
60257,disconformity,3.6
110650,articial,3.6
92268,beasties,3.6
101658,sipped,3.6
78097,phytohormones,3.6
76605,carotenes,3.6
42878,boasted,3.6
86135,miti,3.6
69484,collectivizing,3.6
90537,halos,3.6
99503,lowcholesterol,3.6
16502,animateness,3.6
82173,lightened,3.6
55608,postnasal,3.6
59770,staffs,3.6
94912,christine,3.6
107609,dorenda,3.6
43102,republika,3.6
61932,graces,3.6
33842,piperines,3.6
58905,osamu,3.6
49997,scarfing,3.6
76270,oglesby,3.6
103166,aspired,3.6
71346,rumi,3.6
33915,wellfed,3.6
80675,nearhuman,3.6
58606,phylum,3.6
61301,transuranium,3.6
54363,hogwash,3.6
106291,barleys,3.6
100842,macropores,3.6
98950,grasped,3.6
100314,traumatizing,3.6
38657,milliliter,3.6
106009,nonwoven,3.6
16429,scored,3.6
31093,peperomia,3.6
102535,vagrancy,3.6
31592,bombed,3.6
64826,papiermache,3.6
75388,yoghurt,3.6
32660,freshening,3.6
9674,equivocal,3.6
109326,iriditing,3.6
101671,infests,3.6
44216,shopaholic,3.6
79320,hippocampus,3.6
86646,aced,3.6
32448,dominates,3.6
60573,cockcream,3.6
32481,underwear,3.6
66690,hairetc,3.6
52342,prosimian,3.6
6518,pedestrians,3.6
78452,num,3.6
111714,caseloads,3.6
13203,treasury,3.6
60025,suitablelooking,3.6
49940,mornin,3.6
4859,twitt,3.6
29987,undulators,3.6
67154,rulemaker,3.6
62702,compassing,3.6
81267,geomagnetic,3.6
54485,bottlebrushes,3.6
42946,mistakenly,3.6
45765,birmingham,3.6
57999,predeceased,3.6
31816,honeydewharvesting,3.6
83615,unearthed,3.6
93207,pinkishwhite,3.6
64854,spacemens,3.6
104385,hookedtip,3.6
75302,screenshotting,3.6
111702,shudder,3.6
30108,adversarial,3.6
99241,uhhuh,3.6
62668,hordes,3.6
57779,frida,3.6
61391,leibniz,3.6
90832,spoildeckt,3.6
79598,ablated,3.6
42577,troutlet,3.6
47342,retires,3.6
97275,constraining,3.6
60653,luscious,3.6
39370,disciplinespecific,3.6
108714,smes,3.6
107818,infarct,3.6
43324,emous,3.6
29762,spectres,3.6
95071,excisonal,3.6
80813,polyesters,3.6
42591,ethically,3.6
52078,partlyfrozen,3.6
26200,treasury obligations,3.6
65012,alllife,3.6
82245,merryman,3.6
110025,arbitrate,3.6
99946,bulletin,3.6
5317,nicky,3.6
101385,northnorthwest,3.6
6748,creatives,3.6
46792,heartlike,3.6
77823,poopy,3.6
49661,visitations,3.6
18023,onetime,3.6
35794,dillon,3.6
35823,hella,3.6
3064,goes,3.6
38216,collars,3.6
106270,furthered,3.6
110916,pitiless,3.6
49211,shellfishassociated,3.6
57615,handtomouth,3.6
111394,ludics,3.6
83990,hexagon,3.6
25197,brainteaser,3.6
12814,enigma,3.6
50989,selffeeders,3.6
79068,steppingstone,3.6
107996,hindwings,3.6
57272,tuckahoes,3.6
102023,bongs,3.6
87578,schoolaged,3.6
63426,dioxins,3.6
8666,stimulus,3.6
15182,president clinton,3.6
87782,raffle,3.6
59374,parenchymatic,3.6
69358,farright,3.6
5480,fatigue,3.6
102390,mason,3.6
32428,arteriosus,3.6
40595,sneered,3.6
23361,cheesed off,3.6
65255,sixtydollar,3.6
28144,harlot,3.6
96693,priceless,3.6
13851,skeleton,3.6
72081,worldlanguage,3.6
69848,gunstocks,3.6
69084,workouts,3.6
93179,ricocheting,3.6
37352,balmorals,3.6
71208,snus,3.6
18505,unbelieving,3.6
88677,unitmapping,3.6
82400,behold,3.6
96507,croydon,3.6
29097,dodder,3.6
31349,wherer,3.6
32499,dolar,3.6
35832,stutterings,3.6
64197,statecontrolled,3.6
57856,economicoriented,3.6
52249,syconia,3.6
81143,baldly,3.6
106554,babbling,3.6
81809,confidants,3.6
84859,surges,3.6
59025,bioindicators,3.6
41299,unfertalized,3.6
65888,hypersegmented,3.6
99858,brunt,3.6
85481,cray,3.6
110526,firsttofile,3.6
67180,cuttle,3.6
84583,alumni,3.6
49668,whitefly,3.6
55798,mosasaur,3.6
75684,anthracotic,3.6
29548,andrs,3.6
81541,ides,3.6
31007,monopolizable,3.6
51368,pleurocarpous,3.6
57921,lustral,3.6
101638,shar,3.6
56969,carcinoma,3.6
32138,divertimento,3.6
79069,entrepreneurship,3.6
61389,kosmos,3.6
26685,cannabis sativa,3.6
95956,incubating,3.6
16826,open fire,3.6
32464,gymnast,3.6
76268,londons,3.6
23136,slackness,3.6
74892,inhibitionseven,3.6
50385,hellenized,3.6
109291,colicky,3.6
102453,hoser,3.6
99617,flipped,3.6
41777,aurangzeb,3.6
77672,reintroduction,3.6
40763,mealsand,3.6
86243,birthcontrol,3.6
85896,compartmentalized,3.6
54239,neurotoxin,3.6
67755,taipei,3.6
10395,school principal,3.6
75621,nonscientists,3.6
58388,epoxies,3.6
24592,hoe,3.6
93804,clydes,3.6
76226,tatoeban,3.6
111915,vining,3.6
68484,consumables,3.6
73897,ducklike,3.6
101441,homeotherms,3.6
30538,mimes,3.6
23284,hoagie,3.6
54232,meowing,3.6
49916,conjured,3.6
93023,binomen,3.6
41199,carkeys,3.6
33711,unscriptural,3.6
90932,dikaryotic,3.6
29583,banker,3.6
43903,springflowering,3.6
19007,township,3.6
43923,kundalini,3.6
99472,ludoviko,3.6
99166,forearms,3.6
89305,nonconifers,3.6
95380,paleooxygen,3.6
77922,multistory,3.6
104496,thereabouts,3.6
1790,data,3.6
37871,dishcloth,3.6
40084,remeasuring,3.6
32342,tictac,3.6
61436,jimi,3.6
59357,paleoecology,3.6
5896,affable,3.6
28789,inactivation,3.6
93997,endoprosthesis,3.6
44462,outsmart,3.6
99412,synanthropic,3.6
74130,bleedthrough,3.6
31499,tablecloths,3.6
38018,schnauzers,3.6
94769,cramped,3.6
78051,weaponry,3.6
105170,patriarchies,3.6
31057,carillonneur,3.6
55152,cellulosedigesting,3.6
43076,emasculating,3.6
46502,laterites,3.6
96238,recife,3.6
108251,revolutionists,3.6
67554,homoginous,3.6
52365,epitrochoids,3.6
58113,synarthrodial,3.6
58025,selfsowing,3.6
27709,codswallop,3.6
35880,elemental,3.6
58900,descents,3.6
79854,bemoan,3.6
71335,rodentsas,3.6
98363,permittivity,3.6
22465,spider,3.6
28044,depicting,3.6
85774,nonagenarian,3.6
77934,karlo,3.6
23850,shooter,3.6
101330,carne,3.6
111587,nonincumbent,3.6
64350,oftenest,3.6
33570,blowdowns,3.6
77971,thoracotomy,3.6
47743,bulbul,3.6
89218,physicalchemical,3.6
54058,cregions,3.6
36520,chondromas,3.6
50855,columbuss,3.6
52234,beggargirl,3.6
61871,biomes,3.6
24513,physiologic,3.6
85580,toned,3.6
57492,cloudlevel,3.6
26062,wild ox,3.6
66064,humas,3.6
107553,temptress,3.6
31950,innocently,3.6
78792,hyperosmolarity,3.6
83602,sedans,3.6
24252,brassica napus,3.6
102248,crookedly,3.6
21655,b vitamin,3.6
28728,traded,3.6
83694,sterilized,3.6
38861,nonsegmented,3.6
25418,boater,3.6
58687,gwonam,3.6
96351,selfrated,3.6
71262,toilworn,3.6
71559,doorman,3.6
68279,tankless,3.6
49608,moire,3.6
105665,periphery,3.6
82668,proxemics,3.6
8188,nutritional,3.6
7842,produced,3.6
45775,lorens,3.6
75811,comos,3.6
51441,pepsinogens,3.6
85469,temblor,3.6
111509,biodegrade,3.6
98156,missus,3.6
75146,juzur,3.6
34100,forfeits,3.6
32732,saltbushes,3.6
110275,dieter,3.6
38488,urological,3.6
57765,brachii,3.6
83783,poststructuralism,3.6
63528,standup,3.6
41762,vacant,3.6
6530,manhunt,3.6
95170,latino,3.6
62915,subscientific,3.6
30269,dreadnought,3.6
57639,ronnies,3.6
44199,ameloblast,3.6
87580,magnetlike,3.6
75717,underlings,3.6
102132,selfdignity,3.6
54344,hayrack,3.6
79014,ortygia,3.6
83483,purgd,3.6
93797,tryst,3.6
5775,kneejerk,3.6
28294,reinvestment,3.6
64437,biodegredation,3.6
30053,humpty,3.6
101066,indexfund,3.6
69455,purloined,3.6
87295,vena,3.6
97092,snorted,3.6
33837,fuelbased,3.6
30566,ionophore,3.6
68456,coffeeish,3.6
4813,yt,3.6
60948,batholith,3.6
93819,antifemale,3.6
89739,lowerclass,3.6
22028,ejection,3.6
78034,biocumulative,3.6
95135,naxos,3.6
105359,tactful,3.6
91433,vivre,3.6
101695,colonia,3.6
46120,sanskrit,3.6
67783,yekaterinburg,3.6
46973,lomilomi,3.6
43238,antinode,3.6
110317,thirtythree,3.6
108964,manicures,3.6
85516,imprinted,3.6
51238,fatsupplemented,3.6
97915,manes,3.6
87448,retropubic,3.6
45304,osama,3.6
77046,archaeobotanical,3.6
82973,herbalist,3.6
59028,pleopods,3.6
68294,cleanses,3.6
100368,skunklike,3.6
110237,pelos,3.6
25711,pureblooded,3.6
89700,zaps,3.6
59895,deformational,3.6
95001,patricia,3.6
37131,sophism,3.6
100191,volumetric,3.6
59564,succesfull,3.6
98331,hairworm,3.6
110041,pachacuti,3.6
109013,embattled,3.6
78456,radiand,3.6
107098,transfat,3.6
78808,frendlier,3.6
106649,procedurally,3.6
24934,lined,3.6
98278,bushveld,3.6
100704,hundredyard,3.6
59804,allan,3.6
66575,cardamoms,3.6
64263,milkweeds,3.6
60829,aloes,3.6
81501,accrued,3.6
107783,taloned,3.6
84630,moisturisation,3.6
109033,equalled,3.6
7658,travelling,3.6
52854,adriana,3.6
30762,platers,3.6
50675,streetcars,3.6
65690,cyanocobalamin,3.6
91519,teva,3.6
72256,onelegged,3.6
59107,balsamic,3.6
41610,nonmotile,3.6
60112,enamels,3.6
54772,zirconia,3.6
81101,meanieface,3.6
10159,pennsylvania,3.6
43930,yurakucho,3.6
88081,sailivary,3.6
100056,overexposure,3.6
63666,modulia,3.6
31454,aborigene,3.6
109602,expositions,3.6
87304,francophile,3.6
76247,conic,3.6
48274,insead,3.6
107780,jammed,3.6
40347,aberdeen,3.6
52552,weatherdependent,3.6
107983,nicotinamide,3.6
68094,lecher,3.6
49995,joanna,3.6
89685,inputs,3.6
63247,glauconite,3.6
18366,young person,3.6
58418,underage,3.6
59329,contesting,3.6
29729,hypopigmentation,3.6
104084,vasculature,3.6
14181,flourished,3.6
92693,ed,3.6
5276,nurmi,3.6
68968,hydrocolloidal,3.6
61919,justin,3.6
64719,otoliths,3.6
112126,masterly,3.6
106710,gbekli,3.6
18771,japery,3.6
65523,discoveringthe,3.6
3704,photograph,3.6
91809,photospheric,3.6
56597,splashs,3.6
73985,sagan,3.6
52775,lowcarb,3.6
38678,cants,3.6
15330,morphological,3.6
55815,whistlings,3.6
52334,pelted,3.6
66826,postapocalyptic,3.6
57792,rashness,3.6
100890,childnaming,3.6
96054,landmarks,3.6
60127,aldi,3.6
103893,barbecues,3.6
57980,horus,3.6
65613,burrowers,3.6
102616,bibs,3.6
71594,defineable,3.6
35906,meaningmaking,3.6
42761,jour,3.6
109113,afforded,3.6
88107,insurable,3.6
65032,mimizes,3.6
32815,nuke,3.6
76841,individuating,3.6
71560,bettings,3.6
58243,retardants,3.6
94219,multipotential,3.6
109765,striga,3.6
61613,inc,3.6
77611,eptesicus,3.6
13264,blasted,3.6
76992,penguins,3.6
73804,microorganims,3.6
102073,unexplainably,3.6
72315,cadherin,3.6
52657,extramusical,3.6
53157,avoiders,3.6
96380,synergic,3.6
79374,noncombustible,3.6
98486,redthroated,3.6
110816,freakin,3.6
83931,walken,3.6
35116,spiculebearing,3.6
10080,hairline,3.6
99049,bin,3.6
32407,stablizes,3.6
65657,commencing,3.6
36783,zipfastener,3.6
24292,thievishness,3.6
47558,fertilizerburn,3.6
94249,gede,3.6
20277,archery,3.6
75818,lanthanide,3.6
68250,perzines,3.6
45534,monooxygenases,3.6
36369,xanthines,3.6
56360,killifish,3.6
7002,strangle,3.6
73469,basest,3.6
68571,abbreviations,3.6
100724,mesonychians,3.6
61787,handbooks,3.6
106012,lupin,3.6
61415,hunch,3.6
34473,spasmodically,3.6
62423,bimbo,3.6
94283,lillien,3.6
102963,planktonics,3.6
19272,prison house,3.6
45781,sax,3.6
12885,net profit,3.6
55443,sexcolor,3.6
89077,glycosamino,3.6
64963,droits,3.6
22334,shrilly,3.6
97395,menopauselike,3.6
53537,freestanding,3.6
18801,make do,3.6
75910,cyclotrons,3.6
53504,ocd,3.6
61438,dumbfounded,3.6
80037,bloodhungry,3.6
100900,hinton,3.6
69009,polymerbased,3.6
69075,hainan,3.6
54316,wellbaby,3.6
35189,qualifiers,3.6
104877,whomsoever,3.6
67789,hindlimbs,3.6
59958,vuvuzelas,3.6
104292,guro,3.6
65818,curbside,3.6
15499,baron,3.6
94119,levelplaying,3.6
60953,mopping,3.6
11950,dis,3.6
98078,adjudication,3.6
86772,pericycle,3.6
53605,hyperactive,3.6
54107,limestome,3.6
111512,darks,3.6
75439,acetycholine,3.6
90182,halloweens,3.6
83813,stenched,3.6
49480,perplexities,3.6
48709,bandon,3.6
108141,meroblastic,3.6
101158,kassel,3.6
37925,heartstrings,3.6
39098,screeched,3.6
3088,cover,3.6
35963,beech,3.6
83964,andcoffee,3.6
107235,breathes,3.6
64254,romps,3.6
5889,wellnigh,3.6
30815,midjuly,3.6
5979,fucktard,3.6
102251,wargame,3.6
5343,helplessness,3.6
63201,sporocytes,3.6
37218,trills,3.6
112144,arithmeticbased,3.6
104868,trifluralin,3.6
41078,distributors,3.6
101835,immersions,3.6
75875,rainless,3.6
86737,mountainclimbing,3.6
67097,ninemembered,3.6
104738,selfmade,3.6
104379,oxygenpoor,3.6
37015,bombarbed,3.6
89009,siderophore,3.6
111212,ales,3.6
107059,daytimehiding,3.6
61189,clancy,3.6
39350,badajoz,3.6
33038,jung,3.6
32524,probabilistic,3.6
36403,eliots,3.6
57863,balalaika,3.6
96898,physicalmicrobiological,3.6
18384,advisers,3.6
24612,greek valerian,3.6
36312,germanlanguage,3.6
24649,old stager,3.6
50978,tealeaf,3.6
92605,cooters,3.6
52627,neruopathy,3.6
112364,daguerreotype,3.6
6030,organizations,3.6
53432,rigmarole,3.6
10670,connectedness,3.6
95295,lowpower,3.6
60006,candelas,3.6
13176,song dynasty,3.6
107544,kushiro,3.6
107968,individualised,3.6
108679,knickknacks,3.6
56668,buysell,3.6
91755,prewinter,3.6
69038,vibriosis,3.6
110660,merle,3.6
101105,servos,3.6
98611,tloops,3.6
89415,vivant,3.6
85298,mechanoreception,3.6
62205,landreclamation,3.6
13376,shopworn,3.6
20282,perforate,3.6
43822,fireusing,3.6
42759,redoxrelated,3.6
45034,orgasmed,3.6
62203,opthomology,3.6
97243,miyake,3.6
104978,seizurefree,3.6
107216,hollered,3.6
8217,quarters,3.6
26414,gumptious,3.6
55863,constructively,3.6
66341,ligninhardened,3.6
19333,flirt,3.6
5639,theorist,3.6
98374,dingo,3.6
26669,bergson,3.6
104650,hocks,3.6
73599,achedlaughed,3.6
18582,typecast,3.6
49833,lounged,3.6
44941,naively,3.6
82864,earthshaking,3.6
51928,alveoli,3.6
106399,tuskless,3.6
74463,trendiest,3.6
108876,spares,3.6
35653,saccule,3.6
12732,bulge out,3.6
92456,musclewasting,3.6
491,bearing,3.6
37804,apathyinducing,3.6
91343,unseeable,3.6
5772,disingenuous,3.6
49293,impactite,3.6
47669,platitude,3.6
87851,geoffrey,3.6
60814,eroas,3.6
15329,minimal,3.6
52464,cohabiting,3.6
66426,extralarge,3.6
7476,interlocking,3.6
108082,directionless,3.6
22289,inducing,3.6
55616,palacehall,3.6
103370,burstings,3.6
53233,stative,3.6
80320,ganges,3.6
54987,nitraten,3.6
20733,cowpoke,3.6
50054,compacted,3.6
74749,jesuit,3.6
68998,monopolising,3.6
88880,uremia,3.6
82229,decolonization,3.6
31329,marketers,3.6
49126,heightalmost,3.6
79144,foregoing,3.6
48839,greenwood,3.6
33437,relational,3.6
38460,fishedin,3.6
105713,controlecithal,3.6
81308,antonio,3.6
83963,nanyo,3.6
84869,hadley,3.6
81213,ultrawideband,3.6
90335,parhenocarpic,3.6
66197,ridley,3.6
78111,micket,3.6
74551,whiteboard,3.6
26740,automated teller machine,3.6
49773,foams,3.6
100218,crabby,3.6
105572,hingis,3.6
110708,bentwich,3.6
103731,superfired,3.6
69291,mohammad,3.6
83247,looseknit,3.6
74778,ameboid,3.6
97306,selfperpetuate,3.6
16308,smarting,3.6
48294,sealable,3.6
65220,impartially,3.6
55753,osteoma,3.6
108873,forgetfullness,3.6
8980,kashmir,3.6
55064,carbonbased,3.6
82057,pacinian,3.6
60077,piggybacked,3.6
1987,alcohol,3.6
109142,airpolluting,3.6
107338,trimmers,3.6
51211,heterogenic,3.6
23223,stochastic variable,3.6
60558,womanit,3.6
90046,retarder,3.6
109832,freeganism,3.6
37970,brucine,3.6
23852,marbles,3.6
96871,tycopherols,3.6
93437,exfoliating,3.6
102476,photolithography,3.6
83717,electrosensory,3.6
70485,messaged,3.6
86163,waterbaby,3.6
6609,felicidad,3.6
57044,unincorporated,3.6
39363,seines,3.6
65173,ossetian,3.6
50403,skint,3.6
31450,woolblend,3.6
22469,fangs,3.6
25353,streaming,3.6
83794,unprogressive,3.6
65453,amelia,3.6
34178,icefalls,3.6
95589,hemmed,3.6
51207,examens,3.6
112319,paramedics,3.6
57754,uplifts,3.6
5832,incontinent,3.6
83431,bellies,3.6
96361,taquitos,3.6
87596,chemotrophs,3.6
109824,antiquarks,3.6
92162,petrochemicals,3.6
105258,hitches,3.6
96377,listerosis,3.6
111166,squadrons,3.6
76842,overanalyzing,3.6
66374,johnsons,3.6
87535,passwords,3.6
29301,unrecognised,3.6
98426,redraw,3.6
15199,rot,3.6
86110,statuary,3.6
58753,nimbleness,3.6
58148,emulsifiers,3.6
44697,kinetochores,3.6
4215,recognizing,3.6
24415,finch,3.6
54991,creamier,3.6
84067,selfemployed,3.6
20079,jingoistic,3.6
31357,spinier,3.6
39564,normals,3.6
42349,dielectric,3.6
110896,inot,3.6
77389,plastinised,3.6
104880,coccyx,3.6
11384,logos,3.6
72046,bikings,3.6
64375,aircrews,3.6
30440,groundbreaker,3.6
28952,oxymoron,3.6
51162,mucopolysaccharide,3.6
4063,deffinetly,3.6
76486,pre,3.6
60284,urethane,3.6
52502,limnologists,3.6
110413,oblivion,3.6
110067,koala,3.6
37521,fleetfooted,3.6
53202,recesses,3.6
51105,ids,3.6
18638,invokes,3.6
87762,encoders,3.6
102398,slipcover,3.6
87873,lobeline,3.6
44056,slowmaturing,3.6
35768,underidentified,3.6
38065,solidsliquidsgasesand,3.6
4837,gallery,3.6
44632,impasse,3.6
103780,twolegged,3.6
86371,speared,3.6
12226,hardens,3.6
63420,pickerelweed,3.6
95556,cristofori,3.6
76590,dengue,3.6
100473,springcleaning,3.6
87398,parthenocarpic,3.6
66751,assuring,3.6
22676,chaotic,3.6
26462,helterskelter,3.6
10384,proponent,3.6
6259,nascent,3.6
85434,masher,3.6
85502,tongs,3.6
49358,mixt,3.6
22615,turnover rate,3.6
84987,clamor,3.6
40283,tsugi,3.6
4254,launches,3.6
29982,rearended,3.6
46466,fluoxetines,3.6
51471,eucalyptuses,3.6
41593,regimens,3.6
49068,rustlers,3.6
69606,postmodernity,3.6
24605,danish,3.6
52514,copperplate,3.6
74108,alkylbenzenes,3.6
99143,iroquois,3.6
5285,participant,3.6
57805,lobelia,3.6
64958,saratoga,3.6
17558,unfitting,3.6
90732,narnia,3.6
47087,myosepta,3.6
51827,declined,3.6
101426,usedin,3.6
100507,expediting,3.6
44529,bestronger,3.6
12833,yahve,3.6
97921,pleasurecentered,3.6
34983,premised,3.6
26222,aborigine,3.6
111794,tujmesailo,3.6
60028,classificate,3.6
69089,gruskoff,3.6
102180,newborns,3.6
107270,beem,3.6
87485,schipperkes,3.6
107613,selfreproduce,3.6
35480,jackinthebox,3.6
75790,vixen,3.6
80190,cannotbe,3.6
84885,beekeeper,3.6
63750,polyamorous,3.6
42825,truthfulness,3.6
91687,sdf,3.6
102613,tarpon,3.6
73830,mozarts,3.6
52752,coagulates,3.6
89850,hoverflies,3.6
110835,partiers,3.6
84185,threetime,3.6
52896,elvish,3.6
53530,clavicule,3.6
