Rank,OG_Index,Word,Score
7939,18864,soloists,3.3
7940,18133,murphy,3.3
7941,22860,hero sandwich,3.3
7942,27002,come upon,3.3
7943,22600,porch,3.3
7944,18673,causal,3.3
7945,6363,impresionante,3.3
7946,21794,unwieldiness,3.3
7947,25696,smoothhaired,3.3
7948,3753,jesus,3.3
7949,24319,paradigmatic,3.3
7950,22771,morganatic,3.3
7951,6470,fuego,3.3
7952,16490,executive director,3.3
7953,10711,induced,3.3
7954,11294,contests,3.3
7955,15791,retired,3.3
7956,11907,temporally,3.3
7957,13881,cloistered,3.3
7958,9737,dormancy,3.3
7959,12336,thoroughgoing,3.3
7960,2106,peace,3.3
7961,25084,secular,3.3
7962,9629,elongated,3.3
7963,19219,careworn,3.3
7964,7351,becoming,3.3
7965,25127,contender,3.3
7966,15188,equipment failure,3.3
7967,22672,cumulation,3.3
7968,19567,castrated,3.3
7969,629,man,3.3
7970,3203,socialize,3.3
7971,5499,informed,3.3
7972,3464,salute,3.3
7973,10119,filch,3.3
7974,22659,subsidization,3.3
7975,10432,arrow,3.3
7976,24461,successor,3.3
7977,5053,knackered,3.3
7978,9622,edible,3.3
7979,10221,british capital,3.3
7980,20265,duologue,3.3
7981,22164,selfpossession,3.3
7982,22515,countercheck,3.3
7983,17984,make fun,3.3
7984,18431,dot,3.3
7985,5058,remembered,3.3
7986,27874,matrimony,3.3
7987,20266,negotiation,3.3
7988,21742,genteel,3.3
7989,22505,manipulator,3.3
7990,347,physics,3.3
7991,15836,applied scientist,3.3
7992,13122,master of ceremonies,3.3
7993,17628,domineering,3.3
7994,5647,protestor,3.3
7995,14584,deprave,3.3
7996,13636,political platform,3.3
7997,20473,gypsy,3.3
7998,15308,sink,3.3
7999,21346,fairy,3.3
8000,6018,panzy,3.3
8001,25069,paganism,3.3
8002,20316,pander,3.3
8003,25677,direct current,3.3
8004,9655,rein,3.3
8005,22502,hustler,3.3
8006,16719,speaker system,3.3
8007,18671,determinant,3.3
8008,24164,fullgrown,3.3
8009,22198,vociferously,3.3
8010,6370,increíble,3.3
8011,15440,gaze,3.3
8012,3668,contentious,3.3
8013,13890,devoting,3.3
8014,15675,disbursement,3.3
8015,24848,neuronal,3.3
8016,22943,qualifies,3.3
8017,26810,motorbus,3.3
8018,27424,disjoin,3.3
8019,18059,heaven,3.3
8020,15523,wordy,3.3
8021,17983,laugh at,3.3
8022,18122,homeland,3.3
8023,19679,elysian,3.3
8024,20787,natural state,3.3
8025,928,able,3.3
8026,11659,dreamlike,3.3
8027,24798,purgatory,3.3
8028,26633,ab initio,3.3
8029,24334,socialist republic of vietnam,3.3
8030,7416,ecumenical,3.3
8031,4584,d,3.3
8032,11684,horror,3.3
8033,8660,recompense,3.3
8034,22435,refund,3.3
8035,7829,combination,3.3
8036,196,busy,3.3
8037,18872,exonerate,3.3
8038,21711,arithmetical,3.3
8039,3674,aloud,3.3
8040,22011,unconscious mind,3.3
8041,20832,franciscan,3.3
8042,19919,swallow up,3.3
8043,27479,scaleless,3.3
8044,10485,engages,3.3
8045,18195,newspaper headline,3.3
8046,27036,incriminate,3.3
8047,10513,stifle,3.3
8048,19581,ungulate,3.3
8049,12399,unduly,3.3
8050,1848,sir,3.3
8051,18046,fledged,3.3
8052,22109,lighted,3.3
8053,10494,cornea,3.3
8054,23146,averting,3.3
8055,9211,erudite,3.3
8056,20317,panderer,3.3
8057,19754,coarseness,3.3
8058,13692,fitness,3.3
8059,15462,sated,3.3
8060,27075,radiancy,3.3
8061,27952,red sorrel,3.3
8062,18389,propagating,3.3
8063,14821,bias,3.3
8064,9741,quiescence,3.3
8065,16605,president lyndon johnson,3.3
8066,7997,interference,3.3
8067,18388,pointer,3.3
8068,28187,overstate,3.3
8069,10995,correcting,3.3
8070,15953,hercules,3.3
8071,23156,menstruation,3.3
8072,24276,medicated,3.3
8073,14267,wooden leg,3.3
8074,7417,religions,3.3
8075,1164,leave,3.3
8076,14658,nonentity,3.3
8077,3743,slices,3.3
8078,22929,knowledge base,3.3
8079,19830,mammary,3.3
8080,2163,changing,3.3
8081,11289,circulates,3.3
8082,14782,melanize,3.3
8083,21774,transnational,3.3
8084,18243,immortal,3.3
8085,21584,snappy,3.3
8086,14287,carve up,3.3
8087,13925,septenary,3.3
8088,1192,formation,3.3
8089,7296,sewing,3.3
8090,25381,saint boniface,3.3
8091,18744,musicalcomedy,3.3
8092,22841,research worker,3.3
8093,12126,alienated,3.3
8094,26182,paddy wagon,3.3
8095,14412,forgeries,3.3
8096,8648,inactivity,3.3
8097,12749,common salt,3.3
8098,13844,mediates,3.3
8099,24919,asphyxiate,3.3
8100,26278,providential,3.3
8101,6454,calor,3.3
8102,10101,heave,3.3
8103,8513,elevated,3.3
8104,2463,bible,3.3
8105,23342,patient of,3.3
8106,24203,preset,3.3
8107,19182,dramatise,3.3
8108,9527,recipients,3.3
8109,21591,libertine,3.3
8110,10881,express joy,3.3
8111,9373,powder,3.3
8112,23453,chartered,3.3
8113,24062,pectus,3.3
8114,8087,manipulate,3.3
8115,23126,simulated,3.3
8116,14016,flood,3.3
8117,6627,roast,3.3
8118,17288,alleles,3.3
8119,12172,endurance,3.3
8120,23733,expense,3.3
8121,15363,putout,3.3
8122,3534,doj,3.3
8123,19419,noah,3.3
8124,20835,philosopher,3.3
8125,15517,tedious,3.3
8126,24415,thickbilled,3.3
8127,22603,vector decomposition,3.3
8128,11356,misconception,3.3
8129,17271,oriented,3.3
8130,23889,remittal,3.3
8131,16485,estate,3.3
8132,13019,vegetable,3.3
8133,8099,captain cook,3.3
8134,4580,definitely,3.3
8135,17651,appears,3.3
8136,15202,nox,3.3
8137,14249,gummed,3.3
8138,22048,deign,3.3
8139,10756,conceive of,3.3
8140,12173,practices,3.3
8141,15823,sceptre,3.3
8142,25139,gaia,3.3
8143,4815,apps,3.3
8144,19755,looseness,3.3
8145,13766,laying waste,3.3
8146,11655,moons,3.3
8147,16249,criminal offense,3.3
8148,7801,computing device,3.3
8149,20343,discoloration,3.3
8150,21466,fig,3.3
8151,20901,nephrite,3.3
8152,24943,warm up,3.3
8153,20033,clink,3.3
8154,21347,nance,3.3
8155,22840,tec,3.3
8156,10988,upholstered,3.3
8157,19368,bill of fare,3.3
8158,4923,didnt,3.3
8159,16451,variance,3.3
8160,20592,nonchalance,3.3
8161,20692,exaltation,3.3
8162,8236,plumbing,3.3
8163,2100,entirely,3.3
8164,25980,disintegrating,3.3
8165,1795,tend,3.3
8166,24507,angle of inclination,3.3
8167,8279,stump,3.3
8168,19213,compression,3.3
8169,12820,human being,3.3
8170,7352,rotting,3.3
8171,6764,nighas,3.3
8172,23116,brushed,3.3
8173,4437,amuse,3.3
8174,22384,debatable,3.3
8175,20497,spindle,3.3
8176,26239,foregone,3.3
8177,7816,tables,3.3
8178,14039,mildmannered,3.3
8179,21210,mock up,3.3
8180,10092,ascend,3.3
8181,19778,impacts,3.3
8182,12946,anglers,3.3
8183,18331,intuitive feeling,3.3
8184,24942,warmly,3.3
8185,9860,transported,3.3
8186,27171,psychiatrical,3.3
8187,19477,bop,3.3
8188,25154,lightheadedness,3.3
8189,16113,moth,3.3
8190,21702,nut house,3.3
8191,22702,clogging,3.3
8192,22439,fixity,3.3
8193,24333,indochina,3.3
8194,3546,welfare,3.3
8195,27689,amnionic fluid,3.3
8196,18678,determinative,3.3
8197,26007,clique,3.3
8198,26400,animosity,3.3
8199,7027,sighing,3.3
8200,6028,institutions,3.3
8201,18740,subroutines,3.3
8202,20279,lags,3.3
8203,26572,crystalised,3.3
8204,21124,rumpled,3.3
8205,9717,crataegus laevigata,3.3
8206,10724,call up,3.3
8207,3385,aircraft,3.3
8208,27911,conformable,3.3
8209,7394,authority,3.3
8210,21123,frowzled,3.3
8211,21576,setaceous,3.3
8212,19753,in any case,3.3
8213,22457,taciturnly,3.3
8214,12842,dependent,3.3
8215,2203,business,3.3
8216,13239,repute,3.3
8217,2743,possessed,3.3
8218,17342,protagonist,3.3
8219,23326,time interval,3.3
8220,19424,contemporaries,3.3
8221,3549,regard,3.3
8222,15727,tropics,3.3
8223,12132,king james,3.3
8224,4243,exec,3.3
8225,8282,evacuated,3.3
8226,24491,catch on,3.3
8227,12151,whole kit,3.3
8228,28186,overdraw,3.3
8229,23295,blip,3.3
8230,9999,shaft of light,3.3
8231,25524,native land,3.3
8232,19271,hotcake,3.3
8233,21735,seditious,3.3
8234,13131,amounting,3.3
8235,13927,sevener,3.3
8236,12298,barbaric,3.3
8237,6468,tiro,3.3
8238,4847,user,3.3
8239,14323,executing,3.3
8240,24993,lids,3.3
8241,9733,whitethorn,3.3
8242,6379,tragic,3.3
8243,7369,impairment,3.3
8244,613,government,3.3
8245,22673,cumulus,3.3
8246,7978,composing,3.3
8247,18896,fullofthemoon,3.3
8248,24137,affiliated,3.3
8249,12149,kit and caboodle,3.3
8250,10761,reckon,3.3
8251,10381,wellkept,3.3
8252,25977,castes,3.3
8253,21217,manikin,3.3
8254,14014,productivity,3.3
8255,22288,stupor,3.3
8256,15313,playfulness,3.3
8257,4246,invests,3.3
8258,529,stone,3.3
8259,6628,roasting,3.3
8260,6679,shark,3.3
8261,25715,squeeze out,3.3
8262,23121,lasso,3.3
8263,25923,computable,3.3
8264,23327,instants,3.3
8265,27462,rostrum,3.3
8266,18973,nihilist,3.3
8267,19053,quaternion,3.3
8268,23562,static,3.3
8269,27688,ethel waters,3.3
8270,20785,barbarian,3.3
8271,23776,sense of taste,3.3
8272,11267,sleet,3.3
8273,16344,reads,3.3
8274,19259,mettlesome,3.3
8275,17180,sidereal day,3.3
8276,12656,irak,3.3
8277,15047,solitude,3.3
8278,275,high,3.3
8279,26510,before christ,3.3
8280,16350,judges,3.3
8281,8246,earthenware,3.3
8282,17350,instill,3.3
8283,27502,detonation,3.3
8284,26332,promiscuous,3.3
8285,3399,timber,3.3
8286,23189,partial tone,3.3
8287,10013,habitats,3.3
8288,7434,operations,3.3
8289,6631,sausage,3.3
8290,7556,mythology,3.3
8291,17835,gets,3.3
8292,14409,sir henry joseph wood,3.3
8293,3747,giving birth,3.3
8294,21528,broader,3.3
8295,6471,fatalities,3.3
8296,21703,nuthouse,3.3
8297,12528,separating,3.3
8298,18667,poll parrot,3.3
8299,6828,illustrators,3.3
8300,3550,connect,3.3
8301,13747,william ashley sunday,3.3
8302,9882,induce,3.3
8303,13476,acidic,3.3
8304,7037,screams,3.3
8305,25596,thighslapper,3.3
8306,7125,speakers,3.3
8307,19,out,3.3
8308,16613,roomie,3.3
8309,22931,demesne,3.3
8310,18456,plight,3.3
8311,12164,genial,3.3
8312,3652,falsehood,3.3
8313,26006,cabal,3.3
8314,21545,blusher,3.3
8315,25731,look upon,3.3
8316,20493,lace,3.3
8317,22804,aberrant,3.3
8318,16516,recited,3.3
8319,16247,criminal offence,3.3
8320,16305,unconcerned,3.3
8321,11711,ie,3.3
8322,6680,sharks,3.3
8323,4650,tournament,3.3
8324,21358,crystal rectifier,3.3
8325,12150,whole caboodle,3.3
8326,10010,emerge,3.3
8327,20035,chinaman,3.3
8328,17144,clarifying,3.3
8329,5535,humorous,3.3
8330,10225,capital of the united kingdom,3.3
8331,4647,funny,3.3
8332,6385,torture,3.3
8333,10143,bessie smith,3.3
8334,23035,string along,3.3
8335,19183,dramatize,3.3
8336,23462,steamed,3.3
8337,21237,lifesized,3.3
8338,4239,hires,3.3
8339,9340,a great deal,3.3
8340,22875,convex,3.3
8341,15159,nerveracking,3.3
8342,19414,genesis,3.3
8343,17287,dominance,3.3
8344,27459,dais,3.3
8345,24812,hoof,3.3
8346,19200,phallus,3.3
8347,18177,diseases,3.3
8348,25970,bulletproof,3.3
8349,7861,wipe,3.3
8350,24325,trades,3.3
8351,10296,caves,3.3
8352,22176,astuteness,3.3
8353,11915,cared,3.3
8354,27409,drop down,3.3
8355,18914,reliability,3.3
8356,10012,metaphoric,3.3
8357,21007,goof,3.3
8358,19068,oranges,3.3
8359,27005,light upon,3.3
8360,23034,drawstring,3.3
8361,3757,christians,3.3
8362,15396,farfamed,3.3
8363,13985,multiplication,3.3
8364,14598,mightily,3.3
8365,19050,quartet,3.3
8366,19369,carte,3.3
8367,7609,alaska,3.3
8368,3521,justness,3.3
8369,13731,triangular,3.3
8370,16972,unassailable,3.3
8371,27423,unbridgeable,3.3
8372,21098,snake pit,3.3
8373,8673,forcible,3.3
8374,27950,hibiscus sabdariffa,3.3
8375,19052,quaternary,3.3
8376,8415,foreshorten,3.3
8377,15983,occupies,3.3
8378,16830,resort hotel,3.3
8379,15144,nationally,3.3
8380,26104,shoring,3.3
8381,3181,break of serve,3.3
8382,4240,coveted,3.3
8383,1902,rate,3.3
8384,19498,stubborn,3.3
8385,15529,decreasing,3.3
8386,12010,imposed,3.3
8387,2752,growth,3.3
8388,17985,poke fun,3.3
8389,8004,acoustic,3.3
8390,10428,sinoatrial node,3.3
8391,26842,glorifying,3.3
8392,12335,fundamental,3.3
8393,8569,forehead,3.3
8394,20912,speculatively,3.3
8395,19327,butterfly stroke,3.3
8396,26999,chance on,3.3
8397,28182,inflate,3.3
8398,15538,socioeconomic class,3.3
8399,16351,reviewer,3.3
8400,10703,orator,3.3
8401,19069,orange river,3.3
8402,27333,emergent,3.3
8403,13742,suss out,3.3
8404,18598,functionary,3.3
8405,9900,passions,3.3
8406,15104,specs,3.3
8407,6719,lyricist,3.3
8408,16335,speeds,3.3
8409,19637,airstream,3.3
8410,11773,sideshows,3.3
8411,22651,armies,3.3
8412,23212,worshipper,3.3
8413,21065,wig,3.3
8414,26471,suds,3.3
8415,7148,senses,3.3
8416,4870,tl,3.3
8417,6728,wins,3.3
8418,106,sleep,3.3
8419,6135,metadata,3.3
8420,11266,precipitation,3.3
8421,7437,shafts,3.3
8422,6796,clubs,3.3
8423,17245,quoted,3.3
8424,16488,naming,3.3
8425,10146,david smith,3.3
8426,24204,awareness,3.3
8427,18670,decision making,3.3
8428,7358,bribery,3.3
8429,15142,across the country,3.3
8430,20762,hardness,3.3
8431,6041,organization,3.3
8432,11293,arena,3.3
8433,22776,butterfingered,3.3
8434,11755,fragments,3.3
8435,12395,cupidity,3.3
8436,18662,opinion poll,3.3
8437,13353,handicapped,3.3
8438,14405,natalie wood,3.3
8439,4869,twits,3.3
8440,18516,see the light,3.3
8441,21507,brass instrument,3.3
8442,17279,bricks,3.3
8443,8403,tenanted,3.3
8444,28198,consumes,3.3
8445,17345,dyed,3.3
8446,20836,precursor,3.3
8447,10517,asphyxiated,3.3
8448,12800,unflinching,3.3
8449,15518,windy,3.3
8450,23782,capsulise,3.3
8451,2643,flow,3.3
8452,15655,irrespective,3.3
8453,25870,adjure,3.3
8454,12291,school day,3.3
8455,10853,enacts,3.3
8456,11251,panel,3.3
8457,20064,dismissal,3.3
8458,13771,wrecking,3.3
8459,23693,traitorous,3.3
8460,19257,secret plan,3.3
8461,13952,honey,3.3
8462,25128,unblinking,3.3
8463,14280,closegrained,3.3
8464,21560,camp out,3.3
8465,23761,shivering,3.3
8466,19704,stinginess,3.3
8467,13743,dominicus,3.3
8468,25488,appellative,3.3
8469,19575,duskycolored,3.3
8470,10498,get through,3.3
8471,27782,deliverer,3.3
8472,14289,dissever,3.3
8473,23887,abatement,3.3
8474,11292,surface area,3.3
8475,10144,blues,3.3
8476,887,face,3.3
8477,20320,procurer,3.3
8478,14291,divorce,3.3
8479,7418,churches,3.3
8480,1897,shortcut,3.4
8481,1437,television,3.4
8482,147,guy,3.4
8483,1502,testimony,3.4
8484,1391,pranking,3.4
8485,1898,desktop,3.4
8486,758,infinite,3.4
8487,335,living,3.4
8488,1434,profane,3.4
8489,1389,surreptitious,3.4
8490,2011,flight,3.4
8491,2142,strategy,3.4
8492,1423,poll,3.4
8493,1966,personality,3.4
8494,1982,prefer,3.4
8495,1436,network,3.4
8496,1422,nationwide,3.4
8497,760,lacked,3.4
8498,2161,rang,3.4
8499,1425,linked,3.4
8500,1424,muslims,3.4
8501,1896,created,3.4
8502,1893,lazy,3.4
8503,1426,terrorism,3.4
8504,761,defect,3.4
8505,1419,prevalent,3.4
8506,1715,politician,3.4
8507,1245,orchestra,3.4
8508,727,mandatory,3.4
8509,409,phrased,3.4
8510,1642,commemorates,3.4
8511,1247,discordant,3.4
8512,1180,maintained,3.4
8513,1640,statue,3.4
8514,1179,katja,3.4
8515,1720,officials,3.4
8516,1249,tuning,3.4
8517,1250,discrepancy,3.4
8518,1252,parties,3.4
8519,1178,anarchist,3.4
8520,1256,deciding,3.4
8521,1259,disinclination,3.4
8522,731,analyzed,3.4
8523,1460,generation,3.4
8524,1177,denying,3.4
8525,729,schooling,3.4
8526,1646,revolutionary,3.4
8527,1719,corruption,3.4
8528,1718,denouncing,3.4
8529,1670,ray,3.4
8530,1671,corroborate,3.4
8531,1672,garys,3.4
8532,1673,unconvinced,3.4
8533,1477,russians,3.4
8534,1644,soldiers,3.4
8535,1476,rancor,3.4
8536,1682,constraint,3.4
8537,1643,valiant,3.4
8538,873,brain,3.4
8539,439,happens,3.4
8540,708,ruining,3.4
8541,433,unlikely,3.4
8542,1882,digital,3.4
8543,1182,destroy,3.4
8544,1716,pushed,3.4
8545,1181,wished,3.4
8546,1717,reform,3.4
8547,1683,dared,3.4
8548,732,multitude,3.4
8549,1480,occupied,3.4
8550,1265,abridge,3.4
8551,1845,wishes,3.4
8552,672,errors,3.4
8553,1846,erase,3.4
8554,1847,memories,3.4
8555,1123,slowest,3.4
8556,1121,consists,3.4
8557,1328,virtuoso,3.4
8558,733,works,3.4
8559,1534,reticence,3.4
8560,1439,subscribe,3.4
8561,669,excuse,3.4
8562,1332,experts,3.4
8563,1105,rereading,3.4
8564,1881,camera,3.4
8565,1339,resorted,3.4
8566,1500,refute,3.4
8567,1532,copied,3.4
8568,1836,chatting,3.4
8569,741,desire,3.4
8570,1802,weekend,3.4
8571,1276,eichler,3.4
8572,1277,notorious,3.4
8573,734,dedicated,3.4
8574,1279,austere,3.4
8575,698,unexpected,3.4
8576,1031,nearly,3.4
8577,736,various,3.4
8578,1124,promise,3.4
8579,1493,beer,3.4
8580,1645,fought,3.4
8581,1456,proliferation,3.4
8582,1125,faithful,3.4
8583,737,ways,3.4
8584,1835,afternoon,3.4
8585,1126,keeping,3.4
8586,200,ideals,3.4
8587,15805,strive,3.4
8588,23041,twine,3.4
8589,18899,full phase of the moon,3.4
8590,20337,paddlelike,3.4
8591,13383,dopey,3.4
8592,11891,retrace,3.4
8593,8867,stand for,3.4
8594,24312,mental image,3.4
8595,16347,umpire,3.4
8596,22290,narcosis,3.4
8597,13988,multiplicative,3.4
8598,6968,nailed,3.4
8599,14185,daddy,3.4
8600,10935,title,3.4
8601,26336,godhead,3.4
8602,12805,attends,3.4
8603,14581,promiscuity,3.4
8604,2026,feed,3.4
8605,5050,revising,3.4
8606,25966,towel,3.4
8607,15959,disseminate,3.4
8608,12561,freshness,3.4
8609,23594,evergreen plant,3.4
8610,20384,bodiless,3.4
8611,6034,ideologies,3.4
8612,13182,jacques louis david,3.4
8613,9175,anxiety,3.4
8614,18938,annamite,3.4
8615,18877,pardon,3.4
8616,402,question,3.4
8617,8533,carnallite,3.4
8618,21969,bureau,3.4
8619,16254,formula,3.4
8620,22563,nonrigid,3.4
8621,7672,offense,3.4
8622,17669,holler,3.4
8623,10363,astonishment,3.4
8624,15161,domiciliate,3.4
8625,5603,kid,3.4
8626,11358,unskillful,3.4
8627,3621,embarrassment,3.4
8628,21775,nationalities,3.4
8629,18359,satiric,3.4
8630,15165,planetary house,3.4
8631,23948,aflicker,3.4
8632,2784,shown,3.4
8633,16,such,3.4
8634,7429,grammatical,3.4
8635,23066,quadruple,3.4
8636,23582,grounding,3.4
8637,14589,rectify,3.4
8638,5244,watchdog,3.4
8639,15939,nutrient,3.4
8640,21697,cuckoos nest,3.4
8641,24246,mistrustful,3.4
8642,11751,rowdy,3.4
8643,27887,bagpipe,3.4
8644,26237,bypast,3.4
8645,20839,francis bacon,3.4
8646,22648,chromosomal,3.4
8647,7089,sympathy,3.4
8648,2790,examining,3.4
8649,21509,memorial tablet,3.4
8650,23647,sendoff,3.4
8651,22873,ovolo,3.4
8652,21670,evillooking,3.4
8653,14593,outfield,3.4
8654,8190,precise,3.4
8655,3241,interrupts,3.4
8656,17273,eurasia,3.4
8657,12889,musical theme,3.4
8658,7804,data processor,3.4
8659,12405,gauls,3.4
8660,20512,society of friends,3.4
8661,15017,penalty,3.4
8662,19343,independently,3.4
8663,19759,regulatory,3.4
8664,2727,convincing,3.4
8665,16503,sexuality,3.4
8666,19299,sentimental,3.4
8667,25779,belligerency,3.4
8668,12794,mizzen,3.4
8669,20614,habilitate,3.4
8670,24950,undimmed,3.4
8671,4801,askfm,3.4
8672,24180,desecrate,3.4
8673,30,but,3.4
8674,23355,constitutive,3.4
8675,10037,merely,3.4
8676,8670,strengthens,3.4
8677,8601,alternatives,3.4
8678,25922,computer science,3.4
8679,26890,trembler,3.4
8680,19399,disdainful,3.4
8681,22838,police detective,3.4
8682,21592,riotous,3.4
8683,6457,interminable,3.4
8684,8189,accuracy,3.4
8685,16720,speaker unit,3.4
8686,24318,paradigm,3.4
8687,8481,cardinal,3.4
8688,22830,aboriginal,3.4
8689,7794,terrorist,3.4
8690,14269,loge,3.4
8691,24931,enjoining,3.4
8692,22047,condescendingly,3.4
8693,12341,sounded,3.4
8694,510,check,3.4
8695,3508,tolerate,3.4
8696,3491,drink in,3.4
8697,21074,froth,3.4
8698,6398,agresión,3.4
8699,22006,anatomical structure,3.4
8700,3574,invoke,3.4
8701,21707,blindly,3.4
8702,23197,delimit,3.4
8703,19357,tautologic,3.4
8704,27443,ragged,3.4
8705,22066,arab republic of egypt,3.4
8706,11520,allele,3.4
8707,3687,speed,3.4
8708,5051,hungover,3.4
8709,6714,waffles,3.4
8710,14150,alloys,3.4
8711,21585,invigorating,3.4
8712,14301,runoff,3.4
8713,22295,induces,3.4
8714,27485,flog,3.4
8715,19301,memento,3.4
8716,24029,tarts,3.4
8717,25580,rayed,3.4
8718,3465,gestures,3.4
8719,18641,felicitous,3.4
8720,13478,spoil,3.4
8721,23036,strand,3.4
8722,3689,intermittently,3.4
8723,27405,fall off,3.4
8724,12165,friendliness,3.4
8725,12654,aliraq,3.4
8726,17349,coercing,3.4
8727,23155,menses,3.4
8728,13118,emcee,3.4
8729,10619,penning,3.4
8730,4649,showdown,3.4
8731,3899,confidentially,3.4
8732,20457,shortstaffed,3.4
8733,18512,regeneration,3.4
8734,9341,practically,3.4
8735,12388,repaired,3.4
8736,21557,ropes,3.4
8737,6799,promotors,3.4
8738,17600,going away,3.4
8739,1377,abrupt,3.4
8740,16552,natural selection,3.4
8741,26486,glom,3.4
8742,13119,ceremonies,3.4
8743,24917,heft,3.4
8744,9969,monotremes,3.4
8745,11142,animated,3.4
8746,4252,establishes,3.4
8747,5650,triathlete,3.4
8748,10336,casebycase,3.4
8749,17909,tips,3.4
8750,7422,oecumenical,3.4
8751,7655,fit,3.4
8752,9393,regular army,3.4
8753,16999,byzantium,3.4
8754,18941,waving,3.4
8755,4651,tourney,3.4
8756,9345,a lot,3.4
8757,14411,ellen price wood,3.4
8758,16715,loudspeaker,3.4
8759,13843,represents,3.4
8760,2448,affairs,3.4
8761,8001,obstruction,3.4
8762,17622,contracting,3.4
8763,2444,box,3.4
8764,21575,prickly,3.4
8765,23691,faithless,3.4
8766,14270,mezzanine,3.4
8767,20923,sideboard,3.4
8768,12952,cringing,3.4
8769,25530,throwing away,3.4
8770,16619,equinoxes,3.4
8771,13280,nonfinite,3.4
8772,25523,motherland,3.4
8773,14013,reddening,3.4
8774,24323,trading operations,3.4
8775,13128,legion,3.4
8776,20476,czech,3.4
8777,14292,equity,3.4
8778,25582,milky,3.4
8779,19047,foursome,3.4
8780,23450,zip up,3.4
8781,129,picture,3.4
8782,15940,synthesis,3.4
8783,18655,fictional,3.4
8784,14548,indifference,3.4
8785,3419,anothers,3.4
8786,16554,survival of the fittest,3.4
8787,8463,bestow,3.4
8788,10229,prestige,3.4
8789,17108,illused,3.4
8790,27243,beseeching,3.4
8791,26364,sidesplitting,3.4
8792,12156,diagonal,3.4
8793,3690,bright,3.4
8794,13950,dulcet,3.4
8795,16736,brightcolored,3.4
8796,7421,unity,3.4
8797,28048,sailplaning,3.4
8798,8245,resistor,3.4
8799,5191,accountants,3.4
8800,27014,hills,3.4
8801,13140,horde,3.4
8802,9783,sympathise,3.4
8803,23947,accentuation,3.4
8804,13339,valet de chambre,3.4
8805,26523,xray,3.4
8806,27582,paper bag,3.4
8807,7407,degree,3.4
8808,19261,battercake,3.4
8809,15790,hermit,3.4
8810,28080,scandalmongering,3.4
8811,23347,lambskin,3.4
8812,3680,tastelessly,3.4
8813,24291,swiftness,3.4
8814,9959,artistry,3.4
8815,19308,drollery,3.4
8816,20918,heel counter,3.4
8817,16942,wretched,3.4
8818,23293,synagogue,3.4
8819,5992,pikey,3.4
8820,17017,supplied,3.4
8821,6165,integration,3.4
8822,16082,esthetics,3.4
8823,15516,longwinded,3.4
8824,25511,the three estates,3.4
8825,18048,crustacean,3.4
8826,9272,york,3.4
8827,14322,carrying out,3.4
8828,23928,winkle,3.4
8829,25806,hinderance,3.4
8830,7917,impedes,3.4
8831,21921,unbendable,3.4
8832,4236,secures,3.4
8833,10195,affluent,3.4
8834,17240,assure,3.4
8835,12890,estimation,3.4
8836,24811,laminitis,3.4
8837,23063,treble,3.4
8838,16170,thrum,3.4
8839,22162,selfcommand,3.4
8840,3184,opponent,3.4
8841,20615,raiment,3.4
8842,17966,hardnosed,3.4
8843,13503,fungi,3.4
8844,22884,cribbage,3.4
8845,12796,rudderpost,3.4
8846,211,surprise,3.4
8847,23779,abridgment,3.4
8848,15536,social class,3.4
8849,14912,paginate,3.4
8850,27396,orbiter,3.4
8851,9186,awaited,3.4
8852,3326,reformer,3.4
8853,19300,relic,3.4
8854,22778,hamhanded,3.4
8855,22785,bowdlerise,3.4
8856,27475,wolffish,3.4
8857,16303,worldweary,3.4
8858,18134,spud,3.4
8859,20784,rampantly,3.4
8860,22434,rebate,3.4
8861,21364,thermionic,3.4
8862,14045,beneficial,3.4
8863,16413,futurity,3.4
8864,6388,torturing,3.4
8865,14278,inlays,3.4
8866,5982,twerp,3.4
8867,10481,lineament,3.4
8868,22174,deepness,3.4
8869,26421,wafers,3.4
8870,12639,arouses,3.4
8871,22442,expiation,3.4
8872,16940,mournfulness,3.4
8873,20056,contumely,3.4
8874,21211,theoretical account,3.4
8875,23645,inodorous,3.4
8876,22620,undiminished,3.4
8877,20682,bedchamber,3.4
8878,3897,affectionately,3.4
8879,11263,hastiness,3.4
8880,1877,mankind,3.4
8881,4748,links,3.4
8882,2750,position,3.4
8883,27403,schmaltzy,3.4
8884,22543,dusk,3.4
8885,7266,phratry,3.4
8886,19707,amour,3.4
8887,22415,drug user,3.4
8888,5055,arsed,3.4
8889,15346,ball over,3.4
8890,20638,va,3.4
8891,2757,salary,3.4
8892,25871,beseech,3.4
8893,24580,diplomatical,3.4
8894,8008,randomness,3.4
8895,27875,spousal relationship,3.4
8896,7423,universal,3.4
8897,25581,silkweed,3.4
8898,18427,educatee,3.4
8899,24978,out loud,3.4
8900,4929,txted,3.4
8901,20948,postal code,3.4
8902,11681,overtones,3.4
8903,19636,moisten,3.4
8904,3535,justice department,3.4
8905,20770,stiffness,3.4
8906,11000,capsule,3.4
8907,21095,hell on earth,3.4
8908,16601,kennedy,3.4
8909,27572,thermodynamical,3.4
8910,14464,officeholder,3.4
8911,8002,obstructing,3.4
8912,6459,horriblee,3.4
8913,9392,nation,3.4
8914,6380,horrifying,3.4
8915,21461,encroach,3.4
8916,11191,courts,3.4
8917,18524,suckle,3.4
8918,8918,exhibit,3.4
