OG_Index,Word,Score
18512,regeneration,3.4078822273877933
9341,practically,3.407927318493213
12388,repaired,3.40801250455982
21557,ropes,3.408027241542042
6799,promotors,3.4080712259091137
17600,going away,3.40812074824943
1377,abrupt,3.408137667409359
16552,natural selection,3.408276521884278
26486,glom,3.4083745959393776
13119,ceremonies,3.4083978121435976
24917,heft,3.4084047550414387
9969,monotremes,3.4084329726629687
11142,animated,3.4085644241544064
4252,establishes,3.408624315950862
5650,triathlete,3.4086769522698166
10336,casebycase,3.408735859596084
17909,tips,3.4087702565784754
7422,oecumenical,3.408821644033644
7655,fit,3.4088408357000883
9393,regular army,3.4088715225004336
16999,byzantium,3.40888540125815
18941,waving,3.408968765358221
4651,tourney,3.4090655416262283
9345,a lot,3.409068038987656
14411,ellen price wood,3.409118643616268
16715,loudspeaker,3.409164458219099
13843,represents,3.4092493972769926
2448,affairs,3.4092612230930386
8001,obstruction,3.409428711681061
17622,contracting,3.4095756080133945
2444,box,3.4096537567952474
21575,prickly,3.409689702567757
23691,faithless,3.409707411457472
14270,mezzanine,3.4098269286695766
20923,sideboard,3.4098347530536697
12952,cringing,3.4099484818055865
25530,throwing away,3.410073570242143
16619,equinoxes,3.410156638541596
13280,nonfinite,3.4101678803905777
25523,motherland,3.4101903038635686
14013,reddening,3.4104069023047683
24323,trading operations,3.4105400804836994
13128,legion,3.410604462198069
20476,czech,3.4106053060094927
14292,equity,3.410648690573291
25582,milky,3.4107147966560905
19047,foursome,3.410817600357236
23450,zip up,3.410903147851513
129,picture,3.4109476658891027
15940,synthesis,3.410962963543843
18655,fictional,3.410982376031855
14548,indifference,3.410983030051451
3419,anothers,3.411056713267068
16554,survival of the fittest,3.41108891391853
8463,bestow,3.4111362362709152
10229,prestige,3.411146501519581
17108,illused,3.411252665613659
27243,beseeching,3.4113089567021926
26364,sidesplitting,3.411400109502942
12156,diagonal,3.411475156547775
3690,bright,3.4114822287341786
13950,dulcet,3.411501595935196
16736,brightcolored,3.411569154138072
7421,unity,3.411645155877084
28048,sailplaning,3.411684092751722
8245,resistor,3.4117024199329906
5191,accountants,3.4118765817365246
27014,hills,3.4119126898903147
13140,horde,3.412081185926275
9783,sympathise,3.4120901866785065
23947,accentuation,3.41218048019052
13339,valet de chambre,3.4121997074014123
26523,xray,3.412202959059318
27582,paper bag,3.4122952220404827
7407,degree,3.412417249507728
19261,battercake,3.412525637629122
15790,hermit,3.41253582450327
28080,scandalmongering,3.412616423999855
23347,lambskin,3.412687304356007
3680,tastelessly,3.412888387308455
24291,swiftness,3.4129149430763905
9959,artistry,3.4129634360453625
19308,drollery,3.413032105375649
20918,heel counter,3.4131680165298794
16942,wretched,3.4132749009513312
23293,synagogue,3.413301144499529
5992,pikey,3.413307170929988
17017,supplied,3.413382799284385
6165,integration,3.4134194207913704
16082,esthetics,3.4136648544567034
15516,longwinded,3.4136716033319385
25511,the three estates,3.41369899398214
18048,crustacean,3.413708989608283
9272,york,3.413732321580475
14322,carrying out,3.4137758720685603
23928,winkle,3.413858348822185
25806,hinderance,3.4139241471584816
7917,impedes,3.413934417360005
21921,unbendable,3.414075750694184
4236,secures,3.4140771565386947
10195,affluent,3.414079012970694
17240,assure,3.414156664236247
12890,estimation,3.4142035333856287
24811,laminitis,3.414233836442573
23063,treble,3.4142515492323326
16170,thrum,3.4142975674798297
22162,selfcommand,3.4143386648427305
3184,opponent,3.414348100338339
20615,raiment,3.414357237622406
17966,hardnosed,3.4143887584971058
13503,fungi,3.4144261535790146
22884,cribbage,3.414482082577191
12796,rudderpost,3.4145046664648087
211,surprise,3.41450775742568
23779,abridgment,3.414531892576308
15536,social class,3.4145569828318147
14912,paginate,3.414660581664008
27396,orbiter,3.414741858647424
9186,awaited,3.4147781696372306
3326,reformer,3.4148353125795805
19300,relic,3.4148361742427022
22778,hamhanded,3.414851503311489
22785,bowdlerise,3.4148958015291817
27475,wolffish,3.414934228991054
16303,worldweary,3.4149390579198684
18134,spud,3.414949047376161
20784,rampantly,3.4149871430782026
22434,rebate,3.415018422337003
21364,thermionic,3.415046139779699
14045,beneficial,3.4151018304705123
16413,futurity,3.415111284678144
6388,torturing,3.4151253622150985
14278,inlays,3.415216606486584
5982,twerp,3.415219811832638
10481,lineament,3.4152594382796457
22174,deepness,3.415263668711448
26421,wafers,3.4153086451108963
12639,arouses,3.415345154242927
22442,expiation,3.415382136537944
16940,mournfulness,3.415391382906599
20056,contumely,3.4153957395164216
21211,theoretical account,3.415449188104273
23645,inodorous,3.415486787698155
22620,undiminished,3.415578293012982
20682,bedchamber,3.4155919310063134
3897,affectionately,3.415597362266382
11263,hastiness,3.4156479432611686
1877,mankind,3.4156958779572344
4748,links,3.415701363882232
2750,position,3.415744361778195
27403,schmaltzy,3.4157482647677293
22543,dusk,3.415755785237202
7266,phratry,3.415853817744667
19707,amour,3.4158591804416627
22415,drug user,3.4158913926087617
5055,arsed,3.415935206572967
15346,ball over,3.4159615125720166
20638,va,3.416216050404652
2757,salary,3.4162192737730965
25871,beseech,3.4162321099143385
24580,diplomatical,3.416245523317441
8008,randomness,3.4164277589715977
27875,spousal relationship,3.416504552055741
7423,universal,3.41651526016584
25581,silkweed,3.41652238555274
18427,educatee,3.416537052156241
24978,out loud,3.4165634151499757
4929,txted,3.4166060560305507
20948,postal code,3.4167092341871155
11681,overtones,3.416728863073576
19636,moisten,3.416750746332771
3535,justice department,3.416760592535846
20770,stiffness,3.4167672377165625
11000,capsule,3.416768642193072
21095,hell on earth,3.4167845006817354
16601,kennedy,3.416825966053391
27572,thermodynamical,3.416838044778549
14464,officeholder,3.416851638566487
8002,obstructing,3.41701853962817
6459,horriblee,3.417036941350124
9392,nation,3.4171014146457064
6380,horrifying,3.417115831300321
21461,encroach,3.417260981975602
11191,courts,3.4172936792387247
18524,suckle,3.4175386217834687
8918,exhibit,3.4175779693540225
7283,flavor,3.417588284474792
11591,vocal,3.4176036356848885
6010,tosspot,3.417668545005189
6683,tiger,3.41767737660048
3696,radiant,3.417699694754902
15521,abounding,3.4178457789567123
3120,horses,3.417885674053013
8873,impose,3.417944979971705
23771,ready reckoner,3.417959610261074
18765,imitates,3.418152567130732
22165,selfwill,3.41816627641226
17339,thief,3.418210200245525
25606,roams,3.4182204438121544
14930,afforest,3.4182406304368618
2363,clean,3.4182409000793963
11834,hardandfast,3.418246036635247
13733,silicon,3.41827866531345
22416,substance abuser,3.418278904436529
17185,emblematical,3.418325519857881
3212,violation,3.418358477765956
27402,sappy,3.4183677891724167
11287,watercraft,3.4183679762726453
17670,valley,3.418409444104234
24178,transgress,3.418416303521612
4867,tweets,3.418429873533216
686,impossible,3.4184341959974893
3695,hastily,3.4184511295723854
511,email,3.41846552573672
8864,think of,3.418474930381214
24220,sousing,3.4185340208582677
3524,correctness,3.418589663275593
3332,opposition,3.4186745963686604
24909,jobber,3.4187383052182416
6953,casually,3.418787097697181
27100,diagnosis,3.418833107514706
13987,inverse,3.4188470413534
13291,uncounted,3.418860121175818
10223,cultural,3.418896326582579
21097,hellhole,3.41903455344095
16675,insulate,3.4190538453088823
18879,warrant,3.4190699798457125
22824,dig up,3.4192218769178595
20355,entirety,3.4192651130347445
23164,zymosis,3.4192689577239763
8447,african,3.419286449352874
15355,perceptivity,3.419462864977569
7656,repetition,3.4196639771639625
23288,indic,3.4196964909870955
18676,antibody,3.419720730024841
20342,scorch,3.4197571495121566
2020,four,3.4198303807486483
15830,brink,3.419892844138494
23772,penchant,3.419895666939232
21337,milquetoast,3.420243521894437
9888,nostalgic,3.4202757551852017
8277,headed,3.4204707914599664
16639,formosan,3.4205056752053724
24983,relentlessly,3.420582783005382
13902,pathetic,3.420794328212227
10163,towns,3.420887733826124
11762,nettle,3.420961056517813
6453,inferno,3.4210038934794533
15797,cavalry,3.421032925341859
5633,naked,3.421034975128657
12436,annoyed,3.4210817471723414
2758,challenge,3.4210999940457336
12376,sever,3.4211385623990087
16293,demurrer,3.4211514544582107
11067,conveyed,3.421185766424254
17270,orient,3.4212392073031914
22203,periwinkle,3.421306128707589
22456,mutely,3.4213654311821937
24032,subshrub,3.4214144651959297
3207,enclosed,3.421557356154006
13287,innumerous,3.4216720263777245
3513,enclose,3.4216782373306223
119,going,3.4218406229572644
5040,dreading,3.4219631861664355
8250,cultivated,3.4219748756990342
15320,issuer,3.421986824654215
15683,showily,3.4220754985673887
25697,cursor,3.422195935787679
27790,jesus of nazareth,3.42223816503727
23583,fundamentals,3.4223385393934525
5651,imperialist,3.422353662186333
11837,nonindulgent,3.422384093643217
24270,rinse off,3.422456728701333
11722,succession,3.4225091242896992
18045,nestling,3.4225395062103177
11896,disembodied,3.422556352917586
8659,payoff,3.4226931453747254
15195,bacterial,3.4227780738309685
20346,sear,3.422786137737857
8233,commode,3.4228104624639784
1201,david,3.422862193905789
24932,enjoinment,3.422902845737484
16395,ambiance,3.42294785656758
1678,players,3.4229600259552746
16515,recitation,3.422994403431354
25093,sends,3.423003706129338
16676,insulating,3.4230116998167963
14591,righthand,3.423023879311072
25142,semiconducting,3.42304800586432
16165,networks,3.4231266456189053
12294,civilise,3.4232261400024973
5754,sensationalist,3.423299080964715
26930,dissected,3.4232990816053377
24023,shaggy,3.4233426897012214
27310,shaggyhaired,3.4233426897012214
27309,shaggycoated,3.4233426897012214
8943,spark off,3.4234782132779213
19638,slipstream,3.4234953015536647
2772,road,3.423561059382916
7012,eyeballs,3.4235618976059703
13734,nick,3.4236638369601144
13664,sulfide,3.423781194942473
21737,initiation,3.423791452135021
12155,shorter,3.4238390185088234
8464,medium,3.424083007576327
18526,breasts,3.4241282789949885
8935,aerate,3.424172524450749
3711,covering,3.4242022602123896
27395,artificial satellite,3.4243070340827644
20591,unemotionality,3.424332495927876
26159,cerebral cortex,3.424353773974729
7543,deliberate,3.424387947034405
14040,endearment,3.424436400466388
17012,supercharged,3.424519168092096
20919,tabulator,3.424524282358816
8268,excretory,3.424572430811293
12790,clotheshorse,3.424679749793498
10427,sa node,3.4247007885880656
6382,appalling,3.4247409618929567
4721,posts,3.424904571487379
26735,calvin,3.424915611261529
10149,statesman,3.424922973979981
7030,grins,3.424961831844094
20373,heartland,3.424982992021145
337,asking,3.425
501,nobody,3.425
1172,willing,3.4250000000000003
15714,pinkish,3.4250006415113434
24250,ravishment,3.425029364108976
3659,line of reasoning,3.425087006682067
19574,rocky,3.425091435957497
23002,stalk,3.425149286508124
23824,renunciation,3.425186583903548
11526,rife,3.425281822918399
23118,comb,3.425417886334764
13345,fugitives,3.4255046737455217
21568,setae,3.425510660251012
19513,system of rules,3.4255182795912984
24209,obstacles,3.425604755415644
7603,the states,3.4256312560304973
10876,assessing,3.425772530448546
16348,professionally,3.425779704123669
7639,economic consumption,3.4258733756434268
16077,questionable,3.4258812012703705
8512,lord,3.4259605329367964
9159,contributes,3.425977829975273
2953,undergo,3.4260727305520087
7631,consumption,3.4261364058444155
21573,burred,3.4262062788464203
27583,sack up,3.4263122315433834
6032,depts,3.426318319455759
25126,challenger,3.426367460728142
21474,attempted,3.426367870061709
14622,attestor,3.426432902023531
22305,biased,3.426445222844103
25591,howler,3.426453708636893
5646,humanist,3.4265563419260108
26828,humancentred,3.4265563419260108
26827,humancentered,3.4265563419260108
20595,perpetrator,3.4266176110130746
21324,missionaries,3.4266397140251224
1961,sweet,3.426666827221009
26161,lens cortex,3.42678533268886
27621,convulsion,3.4268062822876573
7094,largehearted,3.426818143091853
17340,steals,3.426895514572991
22597,lower oneself,3.4269371018901422
12798,fop,3.42694619476838
16299,vindication,3.427002274891401
23159,ferment,3.427003698731262
20921,dining,3.427021491947556
382,day,3.427272727272728
11424,counting,3.427323972062834
1131,disease,3.427407113615674
11648,listless,3.427455245880768
10219,rush,3.4274789380508497
11239,innermost,3.427500956894204
20499,sharppointed,3.427569811410048
19705,ventilated,3.4276436711897698
19494,wind sleeve,3.427658338653892
20491,spike heel,3.4276866395584507
19706,affaire,3.427688327468656
7349,putrefaction,3.4278299005506443
23881,remission,3.4278749928501515
18766,somebodys,3.428039633701172
4543,morally,3.428053075693547
27575,odious,3.428057399043884
20786,uncivilised,3.4281152565872985
5177,defendants,3.428172124201742
25590,belly laugh,3.428203454680522
13075,purposefully,3.42821525530714
13722,chinks,3.4282183502887973
20728,exhibitions,3.4282410056050887
7100,nearby,3.4283078503685034
23099,culmination,3.428355550320859
22764,larboard,3.4283659732095497
11057,particularly,3.42841314067471
714,two,3.428571428571428
6228,reconciliation,3.4286253832340434
6432,highway,3.428653622979647
16592,bauxite,3.428676825707848
21319,authorizing,3.4287467199577466
22451,waxlike,3.4288153233704883
2013,tennis,3.428821611734268
4435,unreal,3.428832324938272
15564,paw,3.428857305163859
16985,progenitors,3.4288600393913646
6630,pork,3.4288635806876804
15103,eyeglasses,3.4290065795266984
8549,inside information,3.4290224238913467
15692,debater,3.4290754438157687
26926,forfeiture,3.4291730545413257
15952,uranus,3.4291932411270536
6604,confirme,3.4292241870202065
15685,royal stag,3.4292457474750417
12342,unplumbed,3.429359901644101
17455,airdrome,3.429474750604362
9729,hawthorn,3.429577140230104
21710,instrumental,3.4295858044897782
25661,fundamental principle,3.429596363915109
14037,trade good,3.429649482190557
9189,climax,3.42966267888395
16987,pedigree,3.429712849056025
10614,construe,3.429717813424896
17406,registered,3.429729145679363
4614,grinded,3.4297960531567604
7649,workout,3.4298790962942176
14408,woodwind instrument,3.429912474169342
15733,longtailed,3.4300651923871364
22839,investigates,3.430119508027547
19394,barn,3.4302312358035323
20683,sleeping accommodation,3.4303916046132543
4739,mailing,3.430466990263032
26240,water under the bridge,3.430475756661731
13358,blows,3.430551183987119
12763,pathogen,3.43064249056383
13604,billet,3.430647164674677
4742,txts,3.430676447044085
2762,origination,3.4307047544874583
25869,bidding,3.4307065818496563
8168,personnel,3.4307283429584854
3770,mound,3.430752652767858
19035,changeableness,3.430834582652212
27400,kitschy,3.43091506517552
12387,seagoing,3.430932370054045
3664,movie,3.431030066230897
14716,neighbour,3.431112205729073
8654,chastity,3.431182465975424
23455,miffed,3.431276469880301
21709,implemental,3.431283830715155
25307,diverge,3.4313258186237965
17444,knifelike,3.431423321699821
10758,ideate,3.43143740781354
8944,touch off,3.4314921676115056
5969,eejit,3.431612552714885
14377,carving,3.4316381383664734
12987,political party,3.43165449073394
11734,discharged,3.431694707824793
25510,politic,3.4317037493488503
17033,photosensitive,3.431780500848543
26341,explorative,3.4318089029487746
3526,department of justice,3.431899526952803
26160,cerebral mantle,3.431904348876928
17249,accredit,3.43190712582792
9905,voluntary,3.431978840057674
14415,mrs henry wood,3.4320267106815963
26100,set ashore,3.4320662058571667
22714,john fitzgerald kennedy,3.4321652296686342
22328,shifty,3.4322270302465983
27879,unvoluntary,3.4323230589041573
17415,devolve on,3.43238632833554
19104,concourse,3.43238761109474
17016,dioxide,3.4324188167025445
25952,prefatory,3.4324322100957647
16434,mar,3.4324333227580346
22389,calculative,3.432464021412469
25385,razing,3.432481797421788
17692,lightemitting diode,3.432738649669741
8863,have in mind,3.432760205441949
22070,pharaoh,3.4327822604742604
16823,consulting,3.432859166348843
18709,loss leader,3.4329459976017094
11692,selfdiscipline,3.432982222992707
26167,ladle,3.433067001638247
13338,valet,3.433112769743627
12657,republic of iraq,3.433115213127297
24494,get onto,3.433249288594303
13361,intercept,3.433258042228874
712,minutes,3.4333333333333336
6046,jews,3.433410593417136
14860,consecrated,3.433468629857236
24181,consecration,3.4335041189549376
26886,tutor,3.433519164956968
27045,encroachment,3.433526452880796
14521,characteristically,3.4335646538519167
13904,farcical,3.433574259357346
15834,structured,3.433574443889768
19975,regia,3.4335916960219586
19577,tails,3.4337237707811403
26238,departed,3.433811921439428
3669,disagreement,3.4339805892160107
26412,hardworking,3.433996355251267
4403,talent,3.4340114934012
13772,leveled,3.4340155429651107
5755,pandering,3.4340466096459688
3403,games,3.434066750682399
161,long,3.4341138203881005
22941,changer,3.4341326173221423
8651,honour,3.4341366441540866
23165,tempestuousness,3.434210557108054
6225,dialogues,3.434258173253209
18743,lyric,3.434289636678741
21895,liquid state,3.434294038794368
7647,repetitions,3.4343622477992404
15808,sawhorse,3.434371504174288
10495,medication,3.434378703027395
15617,materialize,3.4344128359698725
25965,fomite,3.434547820660729
6070,javascript,3.434588486174229
21599,disseminative,3.4345905426335888
24331,vietnam war,3.434614108785247
23095,staidly,3.434614179782498
19780,rebound,3.4347818465145417
19828,mamilla,3.434899529598795
19363,present moment,3.4349536232119724
4644,awesome,3.4350136592278937
18510,regenerate,3.435024150632026
17967,hardheaded,3.435026129612236
25624,drowsiness,3.4350430180213225
15108,radius,3.435075690376928
9062,controvert,3.4350897178822377
3506,questioning,3.4351441303967825
1581,articulate,3.435177955814055
22436,fastness,3.435303157134132
12636,irritated,3.4354255541533565
22886,cot,3.435453042343536
1912,sundays,3.435491674643236
4818,profile,3.435500462898084
25081,ballad,3.435521917995249
17736,indisputable,3.435543944726112
22687,tie up,3.435612695029291
16414,hereafter,3.4357003815499763
22630,home ground,3.435731026667128
22012,wherein,3.4357328957613893
17341,multistage,3.435741931343589
7187,locale,3.435746003626599
14465,ships officer,3.4358161242403726
25951,preface,3.435879612407902
23162,fermenting,3.435886365055188
17248,quotation,3.435929294837013
23050,duplicitous,3.435951297840289
18112,conk out,3.4359930804118632
19805,constriction,3.43605288695237
23457,nettled,3.4360546651860537
17987,guy rope,3.4360616056346016
20351,dots,3.4360733559589005
8667,additional,3.43613573051087
3563,esteemed,3.4361442890343703
6860,psychology,3.436212376574818
14182,irrationality,3.4362143854601896
4646,classic,3.436276254691878
21239,turgidity,3.436302968232295
17584,crowned head,3.436337967560388
18530,sucking,3.4363717685266653
14153,dysfunction,3.4364060944804296
2759,slope,3.436467017866648
24223,attainder,3.436513546647123
22684,converted,3.4366233973000777
21724,encouragement,3.4366599385734973
18517,straighten out,3.4366973952368607
16297,sufficiency,3.436708981304489
9344,a good deal,3.4367292507751377
21125,tousled,3.436819613495968
10033,shaped,3.4368434714845484
27662,natural endowment,3.436849819189337
15770,injurious,3.4369166853653765
13385,gooselike,3.436961014228632
16979,foreswear,3.4369625405528126
22001,take the stand,3.4369687649846026
19946,yesman,3.436993607508009
3650,argumentation,3.4371700983102595
24006,fawns,3.4371992273231644
4905,column,3.437211368741934
7011,wrist,3.4372228127474527
19499,steer,3.4373556707879653
6224,dialogue,3.43737372706788
4667,fuss,3.437391995195904
9249,layer,3.437405689408041
18135,shovel,3.437526755737508
15409,erected,3.437664053848987
4928,texted,3.4376670373214195
19829,gland,3.437690860667546
6681,dolphin,3.437918567061624
11278,zipper,3.437952848672396
20127,checkmate,3.438140394069364
26398,propitiation,3.4382204904722693
18866,datum,3.43828185812108
24937,conduit,3.4383529098333794
20253,seclude,3.438355221911566
16197,immortalise,3.4383927579789915
1409,court,3.4384150785416137
17910,rubberblanketed,3.438463191703452
4666,argue,3.4384662956091527
24927,eminence,3.4385162224811343
3658,reasoning,3.4385550111638183
21471,aligned,3.4386211481091435
18599,invested,3.4386405635439883
27872,man and wife,3.438706776568218
20637,old dominion state,3.438713969804216
14020,moneyed,3.4387205328239707
2015,indicate,3.438740746775287
21318,delegation,3.438758140263112
21120,twoseater,3.4389417484466023
8477,average,3.438958501247332
3780,give birth,3.4389758354983675
21321,deputation,3.4390278014652527
8102,navigator,3.439034572622629
17589,markings,3.4390393706587457
22527,perceptible,3.439048069839918
5056,urgh,3.439094729178776
11756,nark,3.4391198641403515
3685,brass,3.4391243285606974
38,to,3.439149328845764
22562,pompous,3.439243918912727
23962,chancellorsville,3.439322274500089
8882,expiration,3.43933690758498
23082,lionel hampton,3.43943260946196
24317,epitome,3.4394823659541216
1632,selfindulgent,3.439698272870465
8317,warp,3.4397267733124424
8880,mingy,3.439751599263083
8209,clemency,3.439775000524431
12892,appraising,3.439869567030986
20521,nanny,3.44006666588876
26307,shegoat,3.44006666588876
26306,nannygoat,3.44006666588876
17283,immense,3.4400833927452816
12526,currents,3.4402347584356456
8222,violinist,3.4403053736492897
19401,lip,3.4403089535760127
25850,pull down,3.440395304000007
20334,performing artist,3.44039954035311
17327,quaker,3.440430744631642
20065,dismission,3.440473158314312
27793,savior,3.440548286224402
9389,united states army,3.4405603061238
4637,twars,3.440576519846722
16603,lyndon baines johnson,3.440577062289685
24986,romanticism,3.440593358099567
7086,charitable,3.4406006761721386
10099,haul,3.440634251837931
17157,last out,3.440650706359867
23320,prolate,3.4406962385550632
1474,feelings,3.440724124021423
8860,sums,3.440910407880968
20768,rigour,3.4409508763091954
25684,regalia,3.440965758529412
17935,cupshaped,3.44106695215654
1157,london,3.441087927155969
22683,bracken,3.441146590074545
22858,premolars,3.441180861183315
10106,ineffectual,3.441216570130801
13364,bovine,3.441303339338099
3010,treat,3.4414051622949104
17578,eyesight,3.441409306467984
7081,eleemosynary,3.4414346791999475
25165,roughneck,3.4414384351187004
5822,мудло,3.441454095994808
19708,liaison,3.4414648629343607
9197,sexual climax,3.441480853240439
22674,hammock,3.441572514136952
11213,held,3.44166860886982
24656,veterinary,3.4416686584178824
27772,alignment,3.441699245402981
13634,curriculum,3.4419220216748947
20148,additive,3.44200847930872
3510,migrations,3.442180639878316
11305,nucleus,3.442190061561761
24810,fall through,3.44225701066462
6460,frio,3.4423141190980964
23301,overdrive,3.4423154648812844
23964,lee,3.442460271150825
7807,calculator,3.4425621499907377
16080,untrustworthy,3.4425708392606147
15324,charge plate,3.442796939769115
19589,outlets,3.442858067623791
13551,cable television service,3.4428987132048685
15102,inharmonic,3.442923945549481
27519,oasis,3.442940821388959
9391,ground forces,3.442953931397793
9590,emphasis,3.442986038609725
26470,spume,3.4430046212897016
7433,applicable,3.4430868735566347
12791,hang,3.443148435047465
26923,antiracketeering law,3.443326976623334
10154,rico,3.443326976623334
3677,loudly,3.44335980856846
20328,nullify,3.4433754741117903
3225,displacement,3.443388444378144
157,when,3.4433962264150937
24987,keats,3.443425976167007
15315,molded,3.443470144029562
10607,invite out,3.4435827149441507
158,think,3.4435897435897425
2763,increase,3.443682708670968
13343,harbour,3.4438230821020013
17169,epidemic,3.443874641878105
25733,take to be,3.443890858156068
21983,ting,3.443932491514772
20769,rigourousness,3.444001508050309
13381,anserine,3.4440238015168467
4633,altercations,3.4440572951478843
3081,depth,3.444088972150157
26730,calvinism,3.4441187576371344
22376,mannerisms,3.4441254403659665
6903,anthropology,3.44421360139574
21567,thorns,3.444222222328857
17276,blowing,3.444353328008141
25703,dress suit,3.4444725492193435
27399,hokey,3.444556500927442
27435,overseas,3.444571044614201
2388,upon,3.444649869182172
20474,bohemian,3.444679812669013
7860,magnetically,3.444721215770828
20771,inelegance,3.444731415793178
11683,atrocious,3.444767288649724
16338,derived function,3.4447751289399777
6437,lane,3.444784570761211
25501,grieving,3.444790227727962
8205,hundredweight,3.444800699612208
18058,earthly concern,3.444838473174891
22536,buyer,3.4448544042693894
26413,perseverance,3.444868057950052
4643,epic,3.4449630871984107
21213,manakin,3.444963147963551
19173,sticks,3.4449638551106925
14914,knights,3.4452329210199366
27420,awarding,3.44523951990526
2497,set,3.4452467693788944
19302,reminder,3.4453045346954445
10424,implanted,3.445317211649096
18137,petroleum,3.445364596811936
5240,dismisses,3.4454402524407417
15164,mansion,3.445451218788098
24814,cave in,3.445472754279313
12560,washedout,3.4454818871542323
23688,chapelgoer,3.445483150017296
22379,depiction,3.445488417159212
4925,couldnt,3.445549656755329
25540,ceremonial occasion,3.445559539012896
20503,transfix,3.4455642608587187
18105,betray,3.445580785611579
23759,approximations,3.4456619014241485
11656,lunation,3.445673306720781
10739,cupid,3.44573692429888
7614,united states,3.445773943281894
20590,stolidity,3.4458954236135084
26323,unionise,3.445899109515113
8260,intoxicated,3.445902517398716
27948,wood sorrel,3.44598857534887
21493,pneumatic,3.4459926498404694
3146,wire,3.4460862060728097
8065,roughness,3.446129581259924
25070,julian the apostate,3.446144906967874
23101,bodys,3.4461562486666386
22713,jfk,3.4461678755413243
25832,quadruplex,3.4461965184658694
24200,presbyterianism,3.446264278523958
9979,rocket,3.4463106974833435
18520,give suck,3.44636787454269
23315,economy,3.4463921197930123
12438,hinder,3.446427948662191
8428,agone,3.446429567628932
10822,illegally,3.446492113130925
18901,electric discharge,3.4465487564820103
25485,colonel blimp,3.4465796648737994
18942,career,3.4466068442399003
24007,kotow,3.446620072542161
18940,flourish,3.4466304530879404
15874,spar,3.4466471600532413
4926,wasnt,3.4466747223814123
16721,utterer,3.4467278146863225
16599,president andrew johnson,3.446840122458435
17947,decade,3.446927302913801
20594,detection,3.4469366437346203
17907,compensating,3.4469534572522225
17950,ira,3.4470042675390253
3537,versed,3.4470265581078734
28083,chickenhearted,3.4471370223862583
27705,sedate,3.447156143911712
7793,alir,3.4471862004132587
5445,modesty,3.447390251021346
14578,intemperance,3.447419160326561
11398,confirming,3.4474199507321863
21209,poser,3.4474510233681523
5213,returnees,3.447536649473577
25974,defiling,3.4475584353988324
18064,terra firma,3.447572170703989
15356,penetration,3.4477044415497007
7206,plants,3.447802811850865
19490,decelerate,3.447877688858433
10940,sufficient,3.447900748095141
27788,good shepherd,3.447960221612382
691,change,3.447980144879487
24693,matcher,3.447995760003063
25987,universal joint,3.4479970440840915
920,past,3.4480090871217834
23994,give the sack,3.448098483024824
26000,maroon,3.4481866044047864
13553,morse,3.448295651274262
26003,brownishred,3.4483672114636184
8978,india,3.448374233485449
10489,minstrel,3.448400189012512
25264,poetsinger,3.448400189012512
22561,barrage,3.448611263128641
14436,meshwork,3.4486422871546525
8655,rewards,3.448683779488864
12908,piles,3.448691070063964
104,something,3.448733746443972
27425,appliances,3.448749515636179
21839,cellular inclusion,3.44876833637501
3615,resembling,3.448901940325184
25704,formalwear,3.448949160222948
25352,aflame,3.449067984826797
10004,pink,3.449112956805161
13088,basket,3.449150170765082
23049,fraudulence,3.449156543006429
17587,larvae,3.449237205755828
22646,mutant,3.449262978929084
770,fine,3.4492885360485896
9346,very much,3.449297826284744
12013,get off,3.449349297552136
16202,inexplicably,3.4493796744871768
3239,unfortunate,3.449431043936024
19703,closeness,3.4494683192546374
12160,terminated,3.449507501965029
1747,dark,3.449557488971258
26279,providence,3.449756598941816
18009,inwardly,3.4497650478295543
1099,spoken,3.449842908480043
10337,itembyitem,3.449880836070488
20764,mohs,3.449921250460747
5796,gobind,3.4499311923990126
25521,fatherland,3.449935013578957
1132,unnecessary,3.45
707,exams,3.45
1166,watching,3.45
690,fun,3.45
1165,brother,3.45
1271,politicians,3.45
1069,dead,3.45
2422,granted,3.45
2412,ride,3.45
1801,twelve,3.45
1230,knew,3.45
20327,deny,3.450046901020868
20368,tieup,3.4500870640842063
26607,state of israel,3.4501624568857965
14293,shareholders,3.450192560503755
11181,obliqueness,3.450195823301
23456,impatience,3.450212589582569
25986,universal proposition,3.450249163174828
23160,simpler,3.4503070449490747
25350,snakeroot,3.450308680673773
10734,nous,3.450360195069405
13206,cash,3.450557105980912
12153,frontrunner,3.4505609057351845
28216,unkind,3.450585803128985
11271,hastening,3.4506093875209025
25082,laic,3.4507110071375897
10426,heartbeat,3.450764905256148
11916,rest home,3.450775821927899
20454,wanker,3.450845388748617
1163,door,3.4509317710223093
11653,moon on,3.450933371158182
4903,nytimes,3.4509334742291724
25854,break apart,3.450947697010514
19487,air sock,3.4510618587623427
5210,landowners,3.4510692513269547
15822,staff,3.4510854139859
27759,undulate,3.451087130626292
22545,gloam,3.4511226125013685
17476,verbatim,3.45115280677116
13837,vocalisation,3.451188117218221
11829,unmoving,3.4511968049756003
20280,poking,3.451228323695117
19686,snitch,3.45127317664499
15359,penetrates,3.4513598115581465
27624,rubric,3.45139314568008
22962,con game,3.451416181804077
3500,regularity,3.4515157854964817
21159,sneak,3.451563439018222
11742,friction,3.451605319981463
16079,distrust,3.45160760703952
